"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"593",0.014,0.096,0.02,0.048,0.044,0.004,0.058,0.096,0,0,0.024,0.198,0.044,0.002,0,0.004,0.082,0.248,0.01,0.008
"594",0,0.008,0,0,0.052,0.024,0.226,0,0,0.356,0.006,0,0.004,0.002,0,0,0,0.322,0,0
"595",0.018,0.034,0.068,0.002,0,0.046,0.01,0.006,0.122,0,0.236,0.042,0.036,0.04,0,0.018,0,0.02,0.302,0
"596",0.002,0.002,0.348,0.008,0,0.1,0.014,0.006,0.016,0.01,0.08,0.032,0.032,0,0.092,0.026,0.158,0.054,0.002,0.018
"597",0.252,0.016,0.12,0.006,0.17,0.13,0,0.01,0.002,0.002,0.006,0.074,0.012,0,0.024,0,0.094,0.014,0.002,0.066
"598",0,0.212,0.156,0,0,0,0,0,0.43,0.024,0,0,0.082,0,0,0.082,0,0.014,0,0
"599",0,0,0.008,0.004,0,0.054,0,0.068,0.034,0,0,0,0.002,0,0.12,0.444,0.014,0,0.092,0.16
"600",0.092,0.036,0.406,0.014,0,0.094,0.04,0.004,0.006,0.106,0.016,0.012,0.004,0.128,0,0.006,0,0,0.036,0
"601",0.03,0.002,0,0.002,0.066,0,0.016,0.03,0.122,0.006,0.364,0.006,0,0,0.13,0,0.024,0.078,0.012,0.112
"602",0.024,0,0.02,0.002,0.026,0,0.074,0.034,0.006,0,0,0.016,0.024,0.722,0.012,0.004,0,0.002,0.022,0.012
"603",0.022,0,0.116,0.034,0.018,0.006,0.102,0.002,0.144,0.008,0,0,0.036,0,0.022,0.036,0.002,0.004,0.384,0.064
"604",0.012,0,0.294,0,0.21,0,0.002,0.004,0.004,0,0.024,0.048,0.002,0.016,0.134,0,0.008,0.05,0,0.192
"605",0,0,0.008,0,0.004,0,0.838,0.016,0,0,0,0,0,0,0,0.006,0.002,0.072,0.044,0.01
"606",0,0,0,0,0.034,0,0.084,0.16,0.012,0.002,0,0.006,0,0,0.7,0,0.002,0,0,0
"607",0.036,0.066,0.002,0.042,0.048,0.006,0.034,0,0.03,0.334,0,0.036,0,0.002,0,0.006,0,0.358,0,0
"608",0,0.018,0.01,0.17,0.074,0.07,0.006,0.096,0.026,0.178,0.124,0.002,0.124,0.002,0.094,0,0,0.002,0,0.004
"609",0.036,0.144,0.044,0.208,0.002,0.308,0.008,0,0.004,0.022,0.01,0.006,0.008,0,0,0.034,0.108,0.034,0,0.024
"610",0,0,0.004,0.004,0.002,0.698,0,0.094,0.008,0,0,0.132,0.006,0.03,0.002,0,0.006,0.01,0.002,0.002
"611",0.03,0,0.008,0.062,0,0,0.472,0,0.018,0.012,0.01,0.002,0,0.004,0.056,0,0.302,0.008,0.012,0.004
"612",0,0.016,0,0.07,0.166,0.004,0,0,0,0.004,0,0,0.078,0,0,0,0,0.662,0,0
"613",0,0.01,0.014,0,0,0.016,0,0,0.02,0,0,0.446,0,0,0.194,0.284,0,0.012,0.004,0
"614",0.088,0,0,0.634,0.088,0.002,0.032,0,0,0.02,0,0,0,0,0,0,0,0,0,0.136
"615",0.01,0,0.006,0.008,0.012,0,0.018,0.126,0.014,0.004,0.01,0.1,0.046,0,0,0,0.368,0.238,0.04,0
"616",0.002,0.004,0.03,0.114,0,0,0.006,0.132,0.008,0.002,0.038,0.248,0.092,0,0.09,0.048,0.078,0,0.046,0.062
"617",0.03,0.042,0.018,0.024,0.004,0.036,0.012,0.048,0.06,0.142,0.032,0.018,0.04,0.114,0.094,0.002,0.178,0.028,0.078,0
"618",0.002,0.028,0,0,0.164,0,0.128,0.036,0.036,0.076,0,0.072,0.018,0.006,0.008,0.04,0.328,0,0,0.058
"619",0.062,0.018,0.02,0,0.028,0.002,0.17,0.002,0.316,0.032,0.002,0.012,0.02,0.018,0.04,0.004,0.054,0.006,0.19,0.004
"620",0.1,0,0,0.002,0,0.226,0,0,0,0.002,0.002,0.002,0.016,0,0.008,0.218,0.416,0,0.008,0
"621",0,0,0,0,0,0.526,0.218,0,0,0,0,0.004,0,0,0,0.122,0.13,0,0,0
"622",0,0.1,0,0,0.476,0.06,0.002,0,0.022,0,0.012,0,0,0,0,0.238,0.034,0.002,0.05,0.004
"623",0,0,0.012,0,0.196,0.012,0,0.022,0,0,0.01,0,0.154,0,0.028,0,0,0.102,0,0.464
"624",0.166,0,0.09,0,0.156,0.002,0,0.186,0,0.002,0.048,0.048,0,0,0.024,0.03,0.032,0.052,0.022,0.142
"625",0,0.284,0,0.012,0.006,0,0.008,0.02,0,0.086,0.02,0,0.24,0,0,0.014,0.27,0,0.002,0.038
"626",0.062,0.016,0.076,0.024,0,0.026,0.062,0,0.004,0.016,0.002,0.038,0.516,0.04,0.052,0.024,0.028,0.014,0,0
"627",0,0,0.006,0.004,0,0.682,0,0.028,0,0,0.108,0,0,0,0,0.148,0,0,0,0.024
"628",0.274,0.022,0,0.01,0.026,0.02,0.212,0,0,0.046,0.012,0,0.01,0.064,0.15,0,0.09,0.006,0,0.058
"629",0.026,0,0.094,0,0.04,0.012,0.05,0.038,0,0.018,0,0.002,0,0.066,0.016,0,0.062,0.016,0,0.56
"630",0.008,0.008,0.022,0.002,0.162,0.018,0.054,0,0.052,0.096,0.142,0.06,0.258,0.014,0,0.086,0.018,0,0,0
"631",0.022,0.008,0.018,0.086,0.014,0.002,0.146,0.034,0.206,0.018,0.01,0.008,0.004,0.024,0.124,0.068,0.012,0.086,0.066,0.044
"632",0.028,0.002,0.042,0.024,0.012,0.096,0.38,0.102,0,0.16,0.016,0.018,0.012,0.002,0.062,0.002,0.004,0.032,0,0.006
"633",0,0.01,0.062,0,0.17,0,0.06,0.026,0.032,0.296,0.002,0.03,0.04,0,0.024,0.024,0.018,0.036,0.094,0.076
"634",0.022,0.03,0,0.02,0.068,0.034,0.006,0,0.14,0.02,0,0.27,0.012,0.112,0.006,0.01,0.088,0.012,0.148,0.002
"635",0,0,0,0,0.014,0.412,0,0,0.048,0,0,0,0.008,0.18,0,0.012,0.156,0,0.17,0
"636",0,0,0,0,0,0.128,0,0.002,0,0,0.446,0.144,0,0.218,0,0.03,0,0,0,0.032
"637",0.002,0.06,0.02,0.02,0.024,0.022,0,0,0.004,0.016,0.002,0.032,0.014,0,0.008,0.494,0.004,0.004,0.006,0.268
"638",0,0.032,0,0.84,0,0,0,0,0,0.006,0.048,0,0,0.038,0,0,0.036,0,0,0
"639",0.024,0.036,0.068,0.07,0,0.056,0.002,0.146,0.124,0.04,0.052,0.006,0.012,0.02,0.15,0,0,0,0.01,0.184
"640",0.008,0.036,0.03,0.002,0.386,0.022,0.01,0.012,0.006,0.152,0.01,0.024,0.052,0.024,0.022,0,0.022,0,0.12,0.062
"641",0,0,0,0.006,0,0.012,0.002,0.494,0.002,0.008,0,0.006,0,0.016,0,0,0.212,0.006,0.192,0.044
"642",0,0,0,0,0.008,0,0,0.522,0.244,0,0,0,0,0.032,0.002,0,0.16,0.032,0,0
"643",0,0.024,0,0.006,0.018,0.652,0.002,0.036,0.004,0.024,0,0.108,0.02,0.084,0,0.01,0.004,0,0,0.008
"644",0,0.05,0.008,0.016,0.156,0.194,0.066,0.064,0.006,0.152,0.006,0.006,0.016,0.01,0.01,0.002,0.128,0.07,0.036,0.004
"645",0.014,0.004,0,0.136,0.084,0,0.092,0.004,0.03,0,0.004,0.004,0,0.004,0.016,0.08,0.37,0.002,0.094,0.062
"646",0,0,0,0,0.358,0.062,0,0,0,0.01,0.002,0.056,0.276,0,0.01,0,0,0.004,0.118,0.104
"647",0.012,0.006,0,0.028,0.054,0,0,0.002,0.046,0.026,0.06,0.326,0,0.02,0.208,0.006,0.068,0.02,0.118,0
"648",0.002,0.002,0.018,0.702,0,0,0,0.05,0.016,0.012,0.016,0,0,0,0.058,0,0.028,0.012,0.034,0.05
"649",0.084,0.028,0.006,0.368,0.01,0.046,0.026,0,0,0.172,0.078,0,0,0,0.082,0.044,0.016,0.01,0.03,0
"650",0.178,0,0.006,0.028,0.026,0.082,0.014,0,0.01,0,0.038,0.066,0,0.022,0.034,0.014,0.438,0.022,0.02,0.002
"651",0,0,0.042,0.004,0,0,0.122,0,0.018,0.196,0,0,0.096,0.01,0.03,0.384,0,0,0,0.098
"652",0,0,0.018,0,0.028,0,0,0,0.038,0,0,0.29,0.152,0,0,0,0.138,0.194,0.034,0.108
"653",0,0,0,0,0.744,0.032,0.066,0.008,0.018,0,0.028,0,0.068,0.006,0,0,0.03,0,0,0
"654",0.148,0.01,0.214,0,0,0.066,0.002,0.004,0,0.072,0.048,0.296,0,0,0.104,0.034,0,0.002,0,0
"655",0.018,0,0.168,0,0.182,0,0,0.048,0,0.01,0,0,0.072,0,0,0,0,0.112,0,0.39
"656",0.012,0.11,0.088,0.016,0.016,0.006,0.018,0.13,0.058,0,0.022,0,0.018,0.14,0,0.238,0.038,0.008,0.04,0.042
"657",0.054,0,0.042,0.144,0,0,0,0.096,0.22,0.274,0.002,0.044,0,0.008,0.03,0.002,0.014,0.046,0.018,0.006
"658",0.03,0.068,0,0.042,0,0.044,0.006,0.056,0.06,0.15,0.01,0.068,0,0.25,0,0,0.052,0.158,0,0.006
"659",0.002,0.006,0.008,0.036,0.004,0.168,0.03,0,0.004,0.006,0.238,0.112,0,0.006,0.018,0.01,0.25,0.046,0.016,0.04
"660",0.016,0,0,0.232,0.006,0.004,0,0.006,0.002,0.164,0.27,0.008,0.024,0.006,0.028,0.082,0.002,0.01,0.14,0
"661",0.002,0.068,0.002,0,0.04,0.02,0.002,0.004,0.194,0.016,0,0,0.024,0.04,0.236,0.14,0.114,0.02,0.036,0.042
"662",0,0.052,0,0,0,0,0.08,0,0,0.01,0,0,0,0,0,0,0.292,0,0.566,0
"663",0,0.02,0.144,0.028,0.01,0.002,0.024,0.008,0.094,0.044,0.262,0.054,0.014,0.068,0.116,0.028,0.016,0.05,0.018,0
"664",0.1,0,0.434,0,0.056,0.002,0,0.166,0.002,0.016,0,0.098,0,0,0.04,0.012,0.012,0.006,0.024,0.032
"665",0.004,0.002,0.004,0.05,0.002,0,0.004,0.832,0,0.002,0.004,0.042,0.004,0.038,0,0.008,0,0.004,0,0
"666",0.108,0.044,0.022,0.064,0.002,0.032,0,0.16,0.066,0.004,0.03,0.004,0.178,0.02,0.178,0.012,0.07,0,0,0.006
"667",0.504,0.002,0.024,0,0.004,0.002,0.014,0,0,0.038,0.022,0.128,0,0.01,0.006,0,0,0.192,0.004,0.05
"668",0.208,0.014,0.004,0.044,0.026,0.158,0.016,0.032,0.078,0.026,0.01,0.006,0,0.046,0.04,0.038,0.078,0.002,0.174,0
"669",0.074,0,0,0,0.006,0,0.038,0.06,0.322,0,0.026,0.036,0,0.058,0.368,0.006,0.006,0,0,0
"670",0,0,0,0.046,0,0,0,0,0.138,0.698,0.054,0,0,0.008,0,0,0,0,0,0.056
"671",0.026,0.116,0.02,0.012,0.182,0,0.092,0.032,0.004,0,0.004,0.048,0.262,0.002,0.04,0,0.022,0.008,0.04,0.09
"672",0.13,0,0.092,0,0,0.02,0.028,0,0.044,0.082,0.002,0.008,0.344,0.016,0.018,0,0.064,0.148,0.002,0.002
"673",0,0,0,0.112,0.306,0.012,0.028,0.186,0,0,0.1,0,0.01,0.038,0,0.004,0,0,0.002,0.202
"674",0,0.374,0,0.21,0.21,0.022,0,0.002,0.006,0.004,0,0.152,0.01,0,0.01,0,0,0,0,0
"675",0,0.2,0.032,0.006,0.12,0,0.042,0.04,0,0,0,0.002,0.012,0,0.124,0.224,0.138,0,0.06,0
"676",0,0,0.012,0,0.192,0.01,0.228,0,0.002,0.384,0,0,0.01,0,0.118,0.02,0.006,0.018,0,0
"677",0.022,0.342,0.172,0.014,0.008,0.012,0.008,0.02,0,0.008,0,0.136,0.03,0,0,0.052,0,0,0.036,0.14
"678",0,0.002,0,0.008,0,0.02,0.038,0,0.078,0,0,0.002,0.064,0.76,0.016,0,0.012,0,0,0
"679",0,0.004,0.054,0.014,0,0,0.018,0,0.038,0,0,0.002,0,0,0.27,0.002,0.002,0.012,0.188,0.396
"680",0.136,0.01,0.206,0.08,0.064,0,0.144,0.022,0.006,0.048,0.002,0.008,0.002,0.078,0.002,0.058,0.066,0.04,0.024,0.004
"681",0,0,0,0,0,0.012,0.002,0,0.022,0.008,0.006,0.016,0,0.218,0.002,0.038,0,0.364,0.312,0
"682",0,0.044,0,0.008,0.278,0.02,0.2,0.004,0.018,0.062,0.138,0.052,0,0.008,0.034,0.034,0.014,0.004,0.08,0.002
"683",0.032,0,0.064,0.018,0.052,0.024,0.258,0.11,0.012,0,0.002,0.01,0.05,0.016,0.106,0.026,0.142,0.032,0.044,0.002
"684",0.088,0,0.05,0.064,0.158,0.002,0.014,0.03,0.02,0.206,0.142,0.092,0.03,0.002,0.002,0.002,0.004,0.03,0.012,0.052
"685",0,0.03,0.018,0.168,0.006,0.016,0.084,0.068,0.114,0.018,0.02,0.054,0,0.042,0.004,0.01,0.254,0.034,0.006,0.054
"686",0.004,0,0.072,0,0.044,0.506,0,0.018,0.1,0,0.008,0.122,0,0.004,0.046,0.012,0.004,0,0.026,0.034
"687",0.01,0.07,0.104,0.128,0.012,0,0,0,0.014,0.08,0.008,0.118,0.196,0.084,0,0.12,0.046,0.004,0.006,0
"688",0,0.002,0.072,0.014,0.02,0.006,0,0.118,0.096,0,0.026,0,0.006,0.006,0.034,0.526,0.016,0,0.054,0.004
"689",0,0.012,0.27,0.012,0,0.008,0.002,0.012,0.41,0,0,0.01,0.028,0.002,0.054,0.03,0.078,0.062,0.01,0
"690",0.016,0.034,0.02,0.514,0.01,0,0.106,0,0,0,0.118,0,0,0,0.178,0,0.002,0,0.002,0
"691",0.002,0.022,0.104,0,0.002,0.022,0.022,0.158,0,0,0,0.362,0.09,0,0.08,0.096,0.016,0.016,0.002,0.006
"692",0.004,0,0,0.6,0,0,0,0.072,0,0,0,0,0,0.002,0,0,0,0.11,0.212,0
"693",0,0.02,0,0.018,0.006,0.228,0.044,0.086,0,0.008,0.004,0.212,0.204,0.018,0,0.058,0.002,0.006,0.086,0
"694",0,0.084,0,0.28,0,0,0,0,0,0,0,0,0,0.036,0.38,0,0,0,0,0.22
"695",0.036,0.042,0.002,0.412,0.028,0.002,0.026,0.01,0,0.032,0,0,0.024,0,0.138,0.006,0.098,0.022,0.122,0
"696",0.006,0.002,0.078,0.03,0,0.056,0.01,0.334,0.008,0.002,0.064,0,0,0,0.04,0.118,0.038,0.214,0,0
"697",0.014,0,0.02,0.01,0.26,0.022,0.076,0.034,0,0.094,0.02,0.01,0,0.246,0,0.088,0,0.098,0.002,0.006
"698",0,0.12,0.046,0.014,0,0,0.228,0.004,0,0.022,0.038,0.016,0.144,0,0.168,0.18,0,0.012,0.004,0.004
"699",0.166,0,0,0.018,0,0.098,0.008,0,0.1,0,0,0.004,0.02,0,0.136,0.008,0,0.442,0,0
"700",0.048,0.066,0.052,0.024,0,0.028,0.266,0.074,0.04,0.066,0.016,0,0.064,0.046,0,0.006,0.16,0.018,0,0.026
"701",0,0.252,0,0.032,0,0.038,0.008,0.034,0.012,0.068,0.002,0,0.008,0.002,0,0,0.17,0.042,0.304,0.028
"702",0.056,0.132,0.002,0.014,0.048,0.004,0.004,0,0.016,0.336,0.014,0.01,0.102,0.004,0.002,0.016,0.018,0.008,0.136,0.078
"703",0.042,0,0.022,0.086,0.126,0.01,0,0,0.07,0.004,0.122,0.32,0.01,0.02,0.032,0.002,0.008,0.008,0.054,0.064
"704",0.064,0.032,0.014,0.002,0.002,0,0.058,0,0.004,0,0.006,0,0.196,0.042,0.148,0.03,0.086,0.212,0.102,0.002
"705",0,0.036,0.022,0,0.006,0,0.14,0,0.006,0.046,0,0.15,0.042,0.06,0.028,0.008,0.146,0.198,0.092,0.02
"706",0,0,0,0,0,0,0.868,0.02,0.008,0,0,0,0.072,0.004,0,0,0,0,0.028,0
"707",0.036,0.04,0.004,0.024,0.058,0.122,0.014,0.054,0.018,0.152,0.02,0.1,0.06,0.006,0.03,0.118,0.006,0.112,0.014,0.012
"708",0.032,0,0.054,0,0.176,0.014,0,0.002,0.014,0,0.006,0.02,0.02,0.388,0.006,0,0.08,0.182,0.004,0.002
"709",0.046,0,0.016,0.28,0.006,0.028,0.04,0,0.12,0.052,0,0.154,0.01,0,0.124,0.02,0.026,0,0,0.078
"710",0.302,0.194,0.054,0.062,0,0,0.01,0.006,0.044,0,0.024,0.01,0.006,0.02,0.03,0,0.002,0.152,0.06,0.024
"711",0.052,0.018,0,0,0,0.034,0.026,0.026,0.008,0.01,0.002,0.778,0,0,0.028,0.006,0.004,0,0.008,0
"712",0.048,0.12,0,0.064,0.576,0,0.004,0.02,0.118,0.01,0.03,0,0,0,0,0,0,0,0.01,0
"713",0,0.002,0.016,0.02,0.098,0.188,0.232,0.076,0.238,0.01,0.004,0.042,0,0.006,0.018,0.012,0,0.002,0.032,0.004
"714",0.042,0.002,0,0.004,0,0.008,0.178,0,0.006,0.19,0,0,0.076,0.106,0.018,0.194,0,0,0.13,0.046
"715",0.654,0,0.008,0.09,0.006,0,0,0.022,0,0.058,0,0.004,0.004,0,0,0,0.016,0.136,0.002,0
"716",0.148,0,0.006,0.056,0.002,0,0.044,0.426,0.03,0.04,0.044,0.01,0.016,0.014,0.046,0.004,0,0.01,0.056,0.048
"717",0.032,0,0.492,0,0,0.012,0.002,0,0.052,0.028,0.172,0,0.07,0.028,0.046,0.02,0.032,0,0.01,0.004
"718",0.018,0.064,0,0.026,0.016,0.138,0.028,0.092,0.102,0.008,0.26,0.002,0.006,0.03,0.002,0.116,0.012,0.02,0.03,0.03
"719",0,0.008,0.002,0.014,0.01,0,0.218,0,0.008,0.004,0.09,0,0.01,0.186,0.116,0.006,0.012,0.004,0.288,0.024
"720",0,0,0.002,0.004,0.008,0.002,0.008,0.002,0,0.028,0.02,0,0.01,0,0.902,0,0.012,0,0.002,0
"721",0,0,0,0.092,0,0.868,0,0.01,0,0,0,0,0.002,0,0.004,0.018,0.006,0,0,0
"722",0.024,0,0.212,0.016,0.002,0.288,0,0.002,0,0,0,0,0,0,0.012,0,0,0.002,0,0.442
"723",0,0.064,0,0.022,0.004,0,0,0.35,0.002,0.004,0,0.538,0,0.008,0.008,0,0,0,0,0
"724",0.278,0.324,0.064,0,0.002,0,0,0.138,0.002,0,0,0,0.184,0,0,0.008,0,0,0,0
"725",0,0.006,0.004,0.182,0.354,0.108,0,0.144,0.112,0.002,0,0.004,0.004,0,0.004,0.03,0.014,0.026,0,0.006
"726",0.062,0.002,0.24,0.002,0,0.002,0.13,0.026,0.026,0.106,0,0,0.176,0.01,0.03,0,0.004,0.002,0.012,0.17
"727",0,0,0.05,0,0,0.004,0.598,0.106,0,0.004,0,0.006,0.09,0.002,0.02,0,0,0.002,0,0.118
"728",0.048,0,0.256,0,0.01,0,0,0,0,0,0.124,0,0.198,0.07,0,0,0.012,0.05,0.232,0
"729",0,0.006,0.016,0.004,0,0.01,0.224,0.43,0,0,0.004,0.002,0.016,0,0.23,0.016,0.022,0,0,0.02
"730",0.018,0,0.002,0,0,0.442,0,0,0.04,0.104,0,0.016,0,0,0.002,0,0.354,0,0.004,0.018
"731",0.026,0,0.004,0.13,0.078,0.076,0.014,0,0.016,0.062,0,0.004,0.15,0.052,0.018,0.006,0.008,0.22,0.042,0.094
"732",0.02,0.036,0.062,0.002,0.03,0.002,0.01,0,0.1,0.026,0.262,0.032,0.08,0.018,0.06,0,0.236,0.016,0,0.008
"733",0.082,0.022,0.018,0.362,0.346,0.07,0.028,0,0,0.026,0,0,0.002,0.016,0,0.028,0,0,0,0
"734",0.116,0.006,0.008,0.046,0.044,0.202,0.044,0,0.006,0.002,0,0.01,0,0.056,0,0,0,0,0,0.46
"735",0,0.018,0.036,0,0,0,0.002,0,0.39,0,0.092,0.016,0,0,0.004,0.008,0.202,0.088,0,0.144
"736",0.004,0.012,0,0.002,0.356,0,0.142,0,0,0.366,0,0.022,0,0,0.044,0,0,0,0,0.052
"737",0.01,0,0,0.084,0.05,0.054,0.01,0.008,0.12,0.004,0.028,0.074,0.058,0,0.156,0,0.026,0.056,0.024,0.238
"738",0.47,0.018,0.01,0.02,0.09,0.022,0.056,0.054,0.002,0.008,0.064,0,0.01,0,0.036,0.012,0.008,0,0,0.12
"739",0.184,0.162,0.034,0.008,0.148,0.214,0.006,0,0.002,0,0.052,0.02,0,0.016,0.016,0.13,0,0.008,0,0
"740",0.028,0.014,0.674,0,0,0.116,0,0.094,0,0,0,0,0,0.002,0,0,0,0,0,0.072
"741",0.216,0.01,0.024,0.054,0.022,0.014,0.024,0.024,0.056,0.004,0.05,0.062,0,0.046,0,0.118,0.022,0,0.13,0.124
"742",0,0.002,0.002,0.004,0.01,0.038,0,0.736,0.022,0.028,0.006,0.008,0,0.016,0,0.076,0.006,0.016,0.03,0
"743",0,0,0.014,0.124,0.092,0.35,0.116,0.024,0.024,0.078,0,0.016,0.002,0.044,0.06,0,0,0.006,0.05,0
"744",0.012,0.158,0.006,0,0.008,0.002,0.03,0.196,0.002,0.004,0.002,0.04,0.386,0.028,0,0,0.006,0.118,0.002,0
"745",0.01,0.02,0,0,0.046,0.036,0.002,0.006,0.03,0.002,0.026,0.076,0.28,0.176,0.004,0,0.22,0.066,0,0
"746",0,0.348,0.002,0.336,0,0.136,0,0.054,0.004,0,0.002,0,0,0,0.108,0,0.01,0,0,0
"747",0,0.002,0.33,0.114,0.066,0.046,0.092,0.078,0.002,0.028,0.052,0.006,0.042,0.002,0,0.006,0.018,0.078,0.01,0.028
"748",0.074,0,0.032,0.028,0.006,0.082,0.146,0,0,0.018,0.042,0.098,0.388,0,0,0.05,0.006,0.008,0.018,0.004
"749",0.02,0.11,0.006,0,0,0,0,0,0.224,0.304,0,0,0.004,0,0.332,0,0,0,0,0
"750",0.082,0,0.054,0,0,0.016,0.036,0.006,0.248,0.04,0.158,0,0.036,0.016,0.028,0.002,0.012,0.158,0.052,0.056
"751",0.064,0.068,0.078,0.016,0.01,0.036,0.002,0.002,0.006,0.008,0.026,0.128,0.034,0.018,0.106,0.27,0.016,0.01,0.002,0.1
"752",0.066,0,0.062,0.034,0.262,0.096,0.066,0.018,0.016,0,0,0.318,0.002,0.006,0,0,0.044,0.002,0.004,0.004
"753",0,0.028,0.282,0,0,0,0.062,0,0,0.002,0,0.464,0.156,0,0.002,0,0.004,0,0,0
"754",0.112,0.058,0.178,0.018,0.08,0.04,0.004,0,0.006,0.008,0,0.066,0.03,0.164,0.016,0.004,0.15,0.054,0.012,0
"755",0.004,0.014,0.178,0.012,0,0.076,0,0.096,0.002,0.018,0.05,0.01,0.284,0.07,0.004,0.022,0.07,0.08,0.01,0
"756",0.23,0,0,0,0,0.124,0,0,0.12,0,0,0,0,0.428,0,0,0.098,0,0,0
"757",0,0,0,0,0,0,0.246,0,0.12,0,0,0.624,0,0.004,0,0,0,0,0.006,0
"758",0.022,0.186,0.012,0.112,0.018,0.066,0,0.008,0.036,0,0,0.014,0.004,0.018,0.008,0.146,0.032,0.058,0.18,0.08
"759",0,0.014,0.16,0,0,0,0,0,0,0,0.006,0.294,0.246,0.17,0,0.11,0,0,0,0
"760",0,0.014,0.284,0,0.022,0.006,0,0.136,0,0,0,0,0.48,0.004,0,0,0,0,0.03,0.024
"761",0.014,0.14,0.008,0.1,0,0.208,0,0,0,0.372,0,0,0,0.1,0.004,0.002,0,0,0.046,0.006
"762",0.01,0.004,0.006,0.004,0.014,0.004,0.01,0.07,0.022,0.032,0.016,0.04,0.008,0,0.144,0.012,0.026,0.006,0,0.572
"763",0,0,0,0.074,0,0,0.004,0,0.026,0,0.016,0.062,0,0.55,0.09,0.002,0,0.14,0.036,0
"764",0,0.004,0.002,0.012,0.226,0,0,0.006,0.028,0.008,0.024,0.272,0.01,0.224,0,0.026,0,0.014,0.004,0.14
"765",0,0.022,0.53,0.2,0,0,0,0.032,0,0,0,0,0,0.006,0,0,0.102,0,0.108,0
"766",0.012,0.058,0.02,0.004,0,0,0.292,0.004,0.022,0,0.216,0.144,0.02,0,0.01,0.16,0,0.022,0,0.016
"767",0.028,0,0.06,0.056,0.098,0.05,0.006,0.012,0.014,0.014,0,0.408,0.008,0.07,0.014,0.03,0.002,0.104,0.002,0.024
"768",0,0.014,0,0.118,0,0,0,0.378,0.002,0.004,0.374,0.004,0,0.008,0,0.02,0,0,0.078,0
"769",0,0.052,0.024,0.038,0.364,0.034,0,0.002,0.01,0.016,0,0.142,0.008,0,0.042,0,0.002,0.196,0.066,0.004
"770",0,0.002,0.002,0,0.012,0,0.022,0.05,0,0.032,0.17,0.018,0.39,0.21,0.054,0.016,0.014,0,0.008,0
"771",0.022,0.006,0.044,0.028,0.006,0.002,0.124,0.196,0.212,0.034,0.028,0.048,0.004,0.02,0.006,0,0.01,0.008,0.018,0.184
"772",0,0.03,0,0.008,0.002,0.022,0.228,0.006,0.018,0.028,0.158,0,0.012,0,0.016,0.002,0.438,0,0.004,0.028
"773",0.01,0.118,0.006,0.044,0.028,0.026,0,0.002,0.006,0.032,0.398,0.026,0.022,0.124,0.028,0.03,0.07,0.026,0.004,0
"774",0,0.162,0,0.204,0.012,0,0.03,0.01,0,0.002,0.006,0.326,0,0.01,0.008,0.18,0,0,0.01,0.04
"775",0.23,0,0.004,0,0.12,0.008,0.196,0.01,0.012,0.016,0,0.292,0.004,0.016,0,0,0.09,0,0.002,0
"776",0.016,0.002,0,0.4,0.01,0.002,0.004,0.022,0.118,0.01,0.004,0.04,0.002,0.024,0.032,0,0.058,0.01,0.074,0.172
"777",0,0,0.002,0.042,0,0.256,0.198,0,0,0.048,0,0,0.002,0,0,0.004,0.142,0,0.306,0
"778",0.01,0.04,0.026,0.068,0.016,0.008,0.038,0.142,0.152,0.064,0,0.014,0.006,0.006,0,0.06,0.05,0.022,0.056,0.222
"779",0,0,0.116,0.008,0.02,0.08,0,0,0,0,0.018,0,0,0.744,0,0.004,0,0,0,0.01
"780",0.074,0,0,0.002,0,0,0,0.002,0.024,0,0.512,0.008,0.004,0.342,0,0,0.03,0,0.002,0
"781",0.182,0.002,0,0.004,0.008,0.002,0.016,0.03,0.018,0,0.534,0,0.084,0.048,0,0.042,0.028,0,0.002,0
"782",0.112,0,0,0.09,0.008,0.012,0,0.022,0.028,0.01,0.078,0.192,0.254,0.094,0.016,0,0.056,0.006,0.022,0
"783",0.064,0.002,0,0.104,0,0.002,0.348,0.012,0.02,0.008,0.01,0.004,0.236,0.024,0.054,0.004,0,0,0.098,0.01
"784",0.292,0,0.018,0.022,0.008,0.002,0.042,0.012,0,0,0.264,0.004,0.04,0.014,0,0,0.092,0.012,0.168,0.01
"785",0.022,0,0,0,0,0.572,0.044,0.038,0.004,0,0,0.026,0,0,0.274,0.01,0,0.004,0.006,0
"786",0.062,0,0.074,0.028,0.006,0.048,0.022,0.076,0.028,0.126,0.004,0.006,0.002,0.002,0.092,0.36,0,0,0.024,0.04
"787",0.054,0.076,0.002,0.206,0.004,0.088,0.032,0.014,0,0.042,0.036,0.05,0.256,0.006,0.04,0,0.084,0.008,0.002,0
"788",0.014,0.016,0.014,0.024,0.018,0.098,0.118,0.206,0,0.02,0.01,0.006,0.12,0.006,0.114,0,0.016,0.1,0.092,0.008
"789",0,0.124,0,0.07,0.004,0.046,0,0.464,0.13,0,0.044,0.104,0,0.006,0,0.002,0.002,0.002,0.002,0
"790",0.002,0.272,0.004,0,0.002,0.004,0,0.166,0,0.032,0.096,0,0,0.004,0,0.236,0.044,0.022,0,0.116
"791",0.074,0,0.292,0.088,0.028,0.032,0.042,0.174,0.018,0.006,0.006,0.004,0.114,0.002,0.01,0,0.002,0.048,0.016,0.044
